s10	s11	s12	s13	s14	s15	s16	s17	s18	s19	S1	s20	S2	s3	s4	s5	s6	s7	s8	s9	cov_bin
2.0	1.0	1.0	7.0	1.0	3.0	7.0	0.0	1.0	0.0	3.0	0.0	1.0	3.0	2.0	5.0	0.0	1.0	0.0	0.0	494
0.0	0.0	0.0	9.0	1.0	1.0	4.0	2.0	0.0	1.0	2.0	0.0	0.0	2.0	2.0	1.0	1.0	5.0	1.0	0.0	495
3.0	2.0	0.0	12.0	0.0	6.0	3.0	1.0	0.0	1.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	3.0	0.0	1.0	496
1.0	1.0	2.0	7.0	1.0	1.0	2.0	2.0	1.0	0.0	3.0	0.0	1.0	5.0	0.0	2.0	0.0	2.0	1.0	0.0	497
3.0	2.0	0.0	3.0	1.0	1.0	7.0	1.0	0.0	1.0	3.0	1.0	1.0	6.0	1.0	1.0	0.0	4.0	0.0	0.0	498
2.0	4.0	0.0	2.0	1.0	3.0	4.0	2.0	0.0	0.0	2.0	0.0	1.0	6.0	0.0	1.0	1.0	4.0	1.0	1.0	499
0.0	1.0	0.0	2.0	3.0	0.0	3.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	4.0	1.0	0.0	500
0.0	2.0	1.0	4.0	1.0	0.0	4.0	1.0	1.0	6.0	1.0	0.0	0.0	6.0	0.0	1.0	0.0	5.0	1.0	0.0	501
0.0	0.0	0.0	1.0	1.0	2.0	6.0	1.0	0.0	1.0	3.0	1.0	0.0	7.0	0.0	0.0	0.0	4.0	0.0	0.0	502
0.0	5.0	0.0	3.0	0.0	1.0	2.0	0.0	0.0	3.0	0.0	0.0	0.0	12.0	0.0	0.0	1.0	3.0	0.0	0.0	503
0.0	4.0	0.0	4.0	1.0	0.0	3.0	0.0	0.0	0.0	2.0	0.0	1.0	5.0	2.0	1.0	0.0	5.0	1.0	0.0	504
2.0	2.0	1.0	2.0	0.0	3.0	4.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	1.0	1.0	0.0	2.0	2.0	1.0	505
2.0	4.0	0.0	1.0	1.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	1.0	0.0	3.0	0.0	1.0	506
0.0	6.0	1.0	0.0	0.0	3.0	4.0	3.0	0.0	3.0	2.0	1.0	0.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	507
0.0	11.0	1.0	2.0	0.0	4.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	3.0	1.0	0.0	0.0	3.0	1.0	0.0	508
0.0	10.0	0.0	0.0	1.0	6.0	1.0	1.0	0.0	2.0	0.0	0.0	1.0	7.0	0.0	0.0	0.0	1.0	1.0	0.0	509
2.0	6.0	0.0	0.0	0.0	6.0	5.0	0.0	1.0	1.0	2.0	0.0	0.0	6.0	0.0	2.0	0.0	2.0	1.0	2.0	510
0.0	1.0	1.0	2.0	0.0	8.0	5.0	2.0	1.0	3.0	2.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	2.0	0.0	511
0.0	0.0	0.0	3.0	1.0	10.0	2.0	3.0	0.0	2.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	3.0	0.0	512
0.0	0.0	0.0	1.0	0.0	6.0	3.0	2.0	0.0	4.0	4.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	513
1.0	0.0	1.0	2.0	0.0	2.0	3.0	1.0	1.0	2.0	10.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	514
0.0	0.0	0.0	3.0	1.0	6.0	10.0	2.0	0.0	0.0	10.0	0.0	1.0	0.0	0.0	1.0	1.0	2.0	5.0	1.0	515
0.0	0.0	0.0	1.0	0.0	8.0	4.0	0.0	0.0	3.0	5.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	0.0	0.0	516
0.0	0.0	0.0	0.0	0.0	2.0	5.0	2.0	0.0	1.0	7.0	0.0	0.0	0.0	1.0	2.0	0.0	5.0	1.0	0.0	517
0.0	0.0	1.0	1.0	0.0	0.0	2.0	3.0	1.0	2.0	7.0	1.0	0.0	5.0	2.0	1.0	0.0	1.0	2.0	1.0	518
0.0	1.0	0.0	2.0	1.0	1.0	2.0	1.0	0.0	2.0	5.0	1.0	1.0	2.0	0.0	2.0	0.0	2.0	2.0	0.0	519
1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	520
0.0	0.0	0.0	0.0	0.0	2.0	1.0	3.0	0.0	1.0	4.0	0.0	0.0	4.0	2.0	1.0	0.0	2.0	2.0	0.0	521
0.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0	2.0	0.0	3.0	1.0	0.0	5.0	0.0	1.0	0.0	4.0	1.0	1.0	522
0.0	0.0	0.0	2.0	0.0	0.0	0.0	4.0	0.0	2.0	3.0	0.0	1.0	4.0	3.0	0.0	0.0	2.0	1.0	0.0	523
0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	1.0	2.0	5.0	0.0	0.0	4.0	2.0	2.0	1.0	2.0	5.0	0.0	524
0.0	0.0	1.0	4.0	0.0	1.0	1.0	3.0	0.0	0.0	4.0	0.0	0.0	4.0	0.0	2.0	0.0	1.0	1.0	0.0	525
0.0	0.0	0.0	4.0	2.0	0.0	1.0	2.0	2.0	1.0	1.0	0.0	1.0	3.0	0.0	2.0	0.0	0.0	1.0	2.0	526
0.0	0.0	0.0	0.0	0.0	1.0	2.0	6.0	0.0	1.0	5.0	0.0	0.0	8.0	2.0	1.0	0.0	1.0	0.0	0.0	527
1.0	0.0	0.0	0.0	0.0	3.0	1.0	4.0	3.0	0.0	2.0	1.0	0.0	4.0	0.0	1.0	0.0	3.0	1.0	1.0	528
0.0	0.0	2.0	0.0	1.0	1.0	0.0	3.0	0.0	1.0	5.0	0.0	0.0	0.0	2.0	0.0	1.0	3.0	3.0	0.0	529
1.0	0.0	0.0	1.0	0.0	0.0	0.0	5.0	2.0	1.0	3.0	0.0	0.0	2.0	0.0	1.0	0.0	3.0	2.0	1.0	530
0.0	1.0	1.0	0.0	0.0	1.0	0.0	3.0	0.0	2.0	2.0	0.0	0.0	2.0	1.0	1.0	0.0	1.0	1.0	3.0	531
0.0	0.0	2.0	0.0	1.0	1.0	1.0	6.0	0.0	0.0	2.0	0.0	0.0	1.0	2.0	0.0	0.0	3.0	1.0	3.0	532
1.0	0.0	2.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	1.0	2.0	1.0	0.0	1.0	2.0	0.0	533
0.0	0.0	0.0	1.0	0.0	1.0	1.0	5.0	1.0	1.0	1.0	1.0	0.0	2.0	0.0	2.0	1.0	1.0	3.0	0.0	534
0.0	0.0	1.0	0.0	1.0	1.0	1.0	5.0	2.0	3.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	1.0	0.0	535
0.0	0.0	2.0	0.0	0.0	0.0	1.0	4.0	3.0	0.0	4.0	1.0	1.0	0.0	2.0	0.0	1.0	2.0	1.0	1.0	536
0.0	1.0	1.0	0.0	0.0	0.0	1.0	4.0	0.0	1.0	5.0	0.0	0.0	0.0	2.0	0.0	0.0	3.0	4.0	0.0	537
0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	1.0	4.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	2.0	2.0	538
1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	2.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0	2.0	0.0	539
0.0	0.0	1.0	0.0	0.0	0.0	3.0	3.0	0.0	1.0	5.0	0.0	0.0	1.0	1.0	1.0	0.0	2.0	1.0	1.0	540
0.0	0.0	0.0	0.0	1.0	1.0	2.0	2.0	1.0	0.0	3.0	2.0	0.0	0.0	5.0	2.0	1.0	2.0	1.0	1.0	541
0.0	0.0	0.0	0.0	0.0	1.0	0.0	4.0	1.0	1.0	2.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	1.0	1.0	542
1.0	0.0	0.0	1.0	0.0	1.0	0.0	4.0	1.0	0.0	1.0	3.0	0.0	1.0	1.0	2.0	0.0	1.0	0.0	1.0	543
0.0	0.0	0.0	0.0	0.0	2.0	1.0	1.0	2.0	1.0	2.0	1.0	0.0	1.0	2.0	0.0	0.0	1.0	3.0	1.0	544
0.0	1.0	0.0	0.0	0.0	1.0	0.0	4.0	4.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	545
0.0	0.0	0.0	1.0	1.0	2.0	1.0	3.0	2.0	0.0	3.0	0.0	0.0	0.0	1.0	2.0	1.0	0.0	0.0	1.0	546
1.0	0.0	0.0	0.0	0.0	2.0	1.0	5.0	3.0	0.0	3.0	2.0	1.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	547
1.0	0.0	0.0	1.0	1.0	2.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	2.0	1.0	548
0.0	0.0	1.0	0.0	0.0	2.0	0.0	3.0	5.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	2.0	549
0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	2.0	1.0	1.0	0.0	0.0	2.0	2.0	0.0	0.0	1.0	1.0	0.0	550
1.0	0.0	1.0	0.0	0.0	5.0	2.0	1.0	0.0	0.0	1.0	0.0	0.0	2.0	2.0	3.0	0.0	1.0	2.0	0.0	551
1.0	0.0	0.0	0.0	0.0	3.0	4.0	2.0	1.0	2.0	0.0	1.0	1.0	1.0	0.0	2.0	1.0	0.0	1.0	0.0	552
0.0	1.0	1.0	0.0	1.0	2.0	3.0	0.0	0.0	1.0	3.0	0.0	0.0	1.0	2.0	3.0	1.0	0.0	1.0	0.0	553
0.0	0.0	0.0	0.0	0.0	3.0	3.0	0.0	2.0	1.0	1.0	0.0	0.0	2.0	1.0	1.0	0.0	0.0	0.0	1.0	554
0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	2.0	0.0	0.0	3.0	5.0	0.0	0.0	0.0	1.0	555
0.0	0.0	1.0	0.0	0.0	4.0	5.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	556
1.0	0.0	3.0	0.0	2.0	0.0	3.0	1.0	0.0	3.0	1.0	1.0	1.0	2.0	4.0	0.0	0.0	1.0	3.0	0.0	557
0.0	0.0	1.0	0.0	0.0	2.0	2.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	6.0	0.0	0.0	1.0	1.0	1.0	558
1.0	0.0	3.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	5.0	2.0	0.0	0.0	0.0	0.0	559
1.0	0.0	1.0	1.0	1.0	2.0	5.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	6.0	2.0	0.0	1.0	1.0	2.0	560
0.0	1.0	1.0	0.0	0.0	1.0	4.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	10.0	6.0	0.0	0.0	1.0	1.0	561
0.0	0.0	1.0	0.0	1.0	2.0	6.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	5.0	2.0	0.0	1.0	0.0	0.0	562
0.0	0.0	2.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	2.0	0.0	2.0	1.0	2.0	2.0	563
0.0	0.0	1.0	1.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0	564
2.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	9.0	3.0	0.0	0.0	2.0	1.0	565
0.0	0.0	4.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	2.0	0.0	9.0	2.0	0.0	0.0	2.0	3.0	566
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	3.0	1.0	0.0	0.0	1.0	1.0	567
0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	2.0	0.0	0.0	1.0	5.0	2.0	3.0	0.0	0.0	1.0	568
2.0	0.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	1.0	2.0	2.0	0.0	0.0	0.0	0.0	569
1.0	0.0	6.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	2.0	0.0	1.0	570
0.0	1.0	3.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	3.0	0.0	0.0	1.0	1.0	571
1.0	0.0	6.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	3.0	0.0	2.0	0.0	2.0	572
0.0	0.0	5.0	2.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	3.0	5.0	0.0	1.0	1.0	1.0	573
1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	1.0	0.0	2.0	1.0	2.0	0.0	2.0	0.0	574
0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	8.0	1.0	1.0	1.0	1.0	0.0	575
0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	6.0	0.0	2.0	2.0	0.0	2.0	576
0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	3.0	1.0	0.0	2.0	0.0	3.0	0.0	1.0	1.0	1.0	1.0	577
1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	2.0	2.0	0.0	2.0	1.0	578
0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	579
2.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	7.0	1.0	0.0	1.0	1.0	1.0	2.0	1.0	2.0	1.0	0.0	580
0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	6.0	2.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	581
0.0	0.0	0.0	1.0	2.0	1.0	0.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	582
1.0	0.0	2.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0	2.0	3.0	0.0	583
1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	6.0	1.0	0.0	1.0	1.0	3.0	0.0	1.0	1.0	0.0	1.0	584
0.0	1.0	1.0	1.0	3.0	2.0	1.0	1.0	0.0	3.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	2.0	0.0	585
1.0	0.0	1.0	1.0	2.0	0.0	1.0	0.0	0.0	4.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	1.0	586
0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	2.0	587
0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	1.0	4.0	1.0	0.0	2.0	2.0	1.0	1.0	1.0	0.0	1.0	0.0	588
0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	5.0	3.0	0.0	0.0	2.0	1.0	3.0	589
0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	9.0	0.0	1.0	1.0	0.0	1.0	2.0	0.0	0.0	1.0	1.0	590
0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	3.0	2.0	2.0	0.0	1.0	0.0	0.0	591
1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	592
0.0	2.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	3.0	1.0	1.0	0.0	2.0	1.0	0.0	2.0	0.0	0.0	5.0	593
3.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	3.0	0.0	0.0	594
1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	1.0	1.0	0.0	0.0	1.0	1.0	595
1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	2.0	596
1.0	0.0	0.0	1.0	0.0	4.0	0.0	1.0	1.0	0.0	0.0	2.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	2.0	597
2.0	0.0	0.0	0.0	5.0	1.0	0.0	0.0	4.0	0.0	1.0	0.0	1.0	2.0	1.0	2.0	0.0	0.0	0.0	2.0	598
0.0	0.0	0.0	2.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	2.0	599
0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	4.0	1.0	0.0	1.0	2.0	600
1.0	0.0	1.0	0.0	2.0	2.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5.0	601
0.0	1.0	1.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0	0.0	1.0	0.0	7.0	602
0.0	0.0	0.0	0.0	1.0	5.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0	603
0.0	1.0	1.0	2.0	2.0	7.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	2.0	2.0	3.0	604
0.0	0.0	0.0	2.0	2.0	4.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	2.0	0.0	1.0	4.0	605
2.0	0.0	0.0	2.0	5.0	9.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	3.0	0.0	2.0	2.0	1.0	0.0	6.0	606
1.0	1.0	0.0	1.0	2.0	2.0	1.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	2.0	0.0	607
0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	608
0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	609
1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	610
2.0	1.0	1.0	1.0	0.0	4.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	611
2.0	0.0	1.0	0.0	0.0	5.0	0.0	0.0	2.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	612
0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	3.0	0.0	0.0	613
1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	5.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	614
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	3.0	0.0	1.0	3.0	0.0	0.0	2.0	2.0	1.0	615
1.0	1.0	1.0	2.0	1.0	1.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	3.0	3.0	4.0	1.0	0.0	616
0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	2.0	1.0	0.0	0.0	1.0	1.0	5.0	5.0	1.0	0.0	617
0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	3.0	1.0	0.0	0.0	1.0	0.0	1.0	3.0	1.0	0.0	618
0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	1.0	1.0	2.0	0.0	0.0	619
0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0	3.0	0.0	1.0	1.0	2.0	2.0	1.0	0.0	620
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	2.0	0.0	1.0	2.0	0.0	1.0	2.0	1.0	0.0	621
1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	3.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	622
0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	0.0	2.0	7.0	1.0	0.0	1.0	2.0	4.0	7.0	1.0	1.0	623
1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	3.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	3.0	5.0	2.0	0.0	624
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	3.0	1.0	0.0	0.0	2.0	5.0	3.0	1.0	0.0	625
0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	3.0	6.0	0.0	0.0	1.0	1.0	3.0	8.0	1.0	0.0	626
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	2.0	1.0	0.0	4.0	4.0	4.0	2.0	0.0	627
0.0	1.0	0.0	4.0	0.0	0.0	0.0	0.0	3.0	0.0	2.0	1.0	0.0	0.0	0.0	3.0	5.0	1.0	3.0	0.0	628
1.0	0.0	2.0	2.0	0.0	1.0	0.0	1.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	3.0	2.0	2.0	0.0	1.0	629
0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	2.0	0.0	2.0	6.0	1.0	1.0	0.0	3.0	4.0	5.0	1.0	0.0	630
0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	3.0	1.0	1.0	0.0	2.0	0.0	6.0	1.0	0.0	631
2.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	3.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	3.0	1.0	0.0	632
0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	5.0	0.0	0.0	633
0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	2.0	0.0	0.0	634
0.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	3.0	0.0	4.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	635
0.0	1.0	0.0	4.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	2.0	2.0	1.0	636
0.0	0.0	0.0	2.0	2.0	1.0	1.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	5.0	0.0	637
1.0	0.0	3.0	6.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	2.0	1.0	6.0	0.0	638
0.0	1.0	0.0	2.0	1.0	0.0	0.0	3.0	6.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	3.0	0.0	639
0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	2.0	2.0	0.0	640
0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	3.0	0.0	641
0.0	1.0	0.0	3.0	0.0	0.0	1.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	4.0	0.0	642
1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	3.0	3.0	0.0	643
1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	0.0	3.0	1.0	644
0.0	0.0	0.0	1.0	0.0	1.0	1.0	3.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	6.0	0.0	645
0.0	0.0	0.0	4.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	5.0	0.0	646
0.0	1.0	1.0	2.0	1.0	1.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	5.0	1.0	647
1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	4.0	0.0	648
1.0	0.0	1.0	5.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	5.0	1.0	649
1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	7.0	0.0	650
0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	3.0	0.0	0.0	1.0	1.0	1.0	6.0	0.0	651
0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	5.0	1.0	652
2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	3.0	0.0	653
0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	3.0	4.0	0.0	654
0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	1.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	10.0	0.0	655
1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	656
0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	6.0	0.0	657
0.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0	1.0	0.0	2.0	3.0	2.0	0.0	0.0	0.0	1.0	1.0	7.0	1.0	658
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	6.0	1.0	659
0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	660
0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	3.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	4.0	0.0	661
1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	3.0	0.0	662
