s10	s11	s12	s13	s14	s15	s16	s17	s18	s19	S1	s20	S2	s3	s4	s5	s6	s7	s8	s9	cov_bin
5.0	3.0	2.0	4.0	4.0	0.0	4.0	7.0	3.0	0.0	18.0	7.0	2.0	9.0	2.0	5.0	2.0	2.0	1.0	2.0	325
1.0	1.0	0.0	8.0	5.0	1.0	4.0	3.0	7.0	1.0	10.0	3.0	4.0	9.0	4.0	4.0	3.0	2.0	9.0	8.0	326
3.0	7.0	2.0	5.0	4.0	2.0	6.0	3.0	2.0	0.0	11.0	7.0	2.0	7.0	2.0	8.0	7.0	3.0	12.0	3.0	327
3.0	7.0	2.0	2.0	5.0	3.0	3.0	1.0	5.0	2.0	10.0	5.0	1.0	5.0	3.0	4.0	5.0	2.0	8.0	4.0	328
0.0	2.0	4.0	9.0	3.0	0.0	7.0	3.0	2.0	0.0	11.0	1.0	4.0	5.0	0.0	7.0	2.0	8.0	12.0	8.0	329
1.0	2.0	0.0	10.0	3.0	1.0	9.0	2.0	7.0	0.0	22.0	1.0	5.0	6.0	3.0	9.0	4.0	4.0	9.0	5.0	330
0.0	4.0	1.0	7.0	5.0	1.0	2.0	8.0	3.0	1.0	16.0	0.0	3.0	3.0	2.0	11.0	3.0	1.0	10.0	2.0	331
3.0	1.0	4.0	7.0	4.0	1.0	0.0	3.0	9.0	1.0	9.0	2.0	4.0	7.0	3.0	11.0	0.0	3.0	8.0	3.0	332
2.0	3.0	0.0	8.0	3.0	2.0	5.0	9.0	8.0	2.0	9.0	2.0	5.0	7.0	3.0	12.0	3.0	3.0	11.0	2.0	333
2.0	3.0	0.0	1.0	5.0	3.0	5.0	9.0	2.0	0.0	14.0	2.0	3.0	4.0	3.0	13.0	3.0	6.0	6.0	5.0	334
2.0	1.0	2.0	3.0	2.0	0.0	4.0	8.0	3.0	0.0	8.0	3.0	4.0	9.0	3.0	12.0	1.0	6.0	13.0	7.0	335
1.0	1.0	0.0	11.0	2.0	0.0	2.0	12.0	5.0	1.0	10.0	6.0	2.0	11.0	4.0	11.0	2.0	7.0	13.0	10.0	336
0.0	3.0	1.0	7.0	4.0	1.0	1.0	3.0	6.0	0.0	6.0	3.0	5.0	8.0	4.0	6.0	9.0	10.0	5.0	10.0	337
0.0	4.0	0.0	11.0	5.0	1.0	1.0	2.0	1.0	0.0	2.0	1.0	7.0	3.0	1.0	2.0	2.0	8.0	9.0	11.0	338
1.0	2.0	1.0	7.0	1.0	3.0	4.0	5.0	4.0	0.0	2.0	3.0	3.0	10.0	2.0	1.0	7.0	11.0	13.0	6.0	339
3.0	2.0	0.0	5.0	2.0	0.0	0.0	3.0	2.0	2.0	7.0	5.0	3.0	11.0	0.0	6.0	4.0	5.0	6.0	3.0	340
3.0	1.0	0.0	3.0	3.0	0.0	2.0	0.0	6.0	1.0	1.0	3.0	1.0	15.0	3.0	3.0	7.0	6.0	13.0	6.0	341
1.0	1.0	1.0	4.0	4.0	0.0	0.0	4.0	6.0	3.0	4.0	5.0	0.0	16.0	1.0	5.0	5.0	5.0	5.0	7.0	342
2.0	1.0	2.0	5.0	5.0	2.0	3.0	5.0	5.0	1.0	10.0	5.0	4.0	11.0	2.0	9.0	4.0	11.0	6.0	6.0	343
2.0	0.0	3.0	3.0	1.0	0.0	5.0	4.0	6.0	1.0	2.0	3.0	4.0	16.0	3.0	2.0	4.0	9.0	6.0	6.0	344
1.0	0.0	4.0	3.0	4.0	0.0	2.0	2.0	5.0	1.0	4.0	1.0	8.0	9.0	2.0	6.0	9.0	2.0	4.0	4.0	345
4.0	1.0	3.0	2.0	5.0	0.0	3.0	2.0	5.0	0.0	11.0	6.0	6.0	6.0	1.0	1.0	5.0	5.0	4.0	3.0	346
6.0	3.0	1.0	3.0	3.0	1.0	6.0	3.0	2.0	0.0	11.0	5.0	2.0	8.0	3.0	5.0	1.0	5.0	4.0	3.0	347
2.0	1.0	1.0	1.0	2.0	4.0	2.0	3.0	6.0	1.0	4.0	6.0	0.0	9.0	4.0	1.0	2.0	8.0	4.0	1.0	348
3.0	0.0	3.0	2.0	2.0	0.0	4.0	0.0	2.0	1.0	2.0	2.0	3.0	6.0	1.0	2.0	3.0	9.0	7.0	1.0	349
6.0	0.0	1.0	3.0	4.0	4.0	4.0	5.0	11.0	2.0	3.0	7.0	2.0	3.0	3.0	1.0	5.0	5.0	5.0	0.0	350
6.0	2.0	2.0	5.0	2.0	1.0	4.0	2.0	7.0	0.0	5.0	8.0	2.0	3.0	5.0	1.0	1.0	6.0	4.0	4.0	351
4.0	1.0	2.0	2.0	4.0	4.0	2.0	2.0	4.0	0.0	7.0	5.0	1.0	6.0	3.0	1.0	0.0	5.0	5.0	1.0	352
5.0	1.0	1.0	5.0	3.0	1.0	4.0	4.0	8.0	1.0	3.0	5.0	2.0	2.0	4.0	3.0	1.0	1.0	6.0	4.0	353
4.0	0.0	0.0	1.0	3.0	4.0	5.0	1.0	5.0	0.0	2.0	2.0	1.0	4.0	6.0	0.0	3.0	3.0	1.0	3.0	354
2.0	1.0	0.0	1.0	5.0	1.0	1.0	3.0	7.0	0.0	2.0	2.0	4.0	5.0	6.0	1.0	4.0	3.0	10.0	3.0	355
4.0	1.0	2.0	1.0	2.0	4.0	1.0	4.0	2.0	1.0	2.0	7.0	4.0	5.0	3.0	5.0	5.0	2.0	5.0	2.0	356
7.0	1.0	1.0	1.0	2.0	0.0	4.0	3.0	8.0	1.0	3.0	5.0	3.0	2.0	5.0	4.0	1.0	6.0	3.0	2.0	357
4.0	3.0	2.0	2.0	3.0	1.0	1.0	2.0	6.0	1.0	4.0	8.0	0.0	7.0	2.0	2.0	4.0	0.0	8.0	0.0	358
3.0	3.0	3.0	2.0	6.0	1.0	0.0	8.0	8.0	1.0	7.0	5.0	1.0	7.0	1.0	4.0	5.0	6.0	11.0	3.0	359
3.0	0.0	3.0	2.0	4.0	3.0	5.0	2.0	5.0	3.0	5.0	2.0	2.0	5.0	4.0	2.0	8.0	0.0	6.0	2.0	360
4.0	4.0	3.0	2.0	4.0	1.0	1.0	4.0	3.0	2.0	6.0	3.0	3.0	9.0	3.0	1.0	4.0	3.0	8.0	4.0	361
5.0	2.0	6.0	4.0	4.0	0.0	4.0	4.0	6.0	0.0	8.0	4.0	6.0	5.0	7.0	0.0	8.0	2.0	20.0	1.0	362
8.0	2.0	4.0	5.0	5.0	1.0	5.0	5.0	8.0	0.0	10.0	1.0	3.0	9.0	0.0	3.0	5.0	0.0	5.0	2.0	363
10.0	3.0	4.0	0.0	2.0	1.0	1.0	4.0	5.0	2.0	4.0	2.0	3.0	11.0	4.0	0.0	2.0	2.0	8.0	1.0	364
4.0	2.0	4.0	4.0	3.0	1.0	4.0	2.0	6.0	1.0	5.0	6.0	7.0	10.0	3.0	3.0	1.0	2.0	12.0	2.0	365
2.0	2.0	0.0	4.0	5.0	1.0	7.0	1.0	4.0	2.0	2.0	6.0	2.0	4.0	2.0	2.0	2.0	1.0	5.0	3.0	366
3.0	4.0	4.0	4.0	9.0	4.0	2.0	4.0	8.0	0.0	4.0	6.0	6.0	5.0	6.0	2.0	3.0	1.0	12.0	3.0	367
3.0	0.0	2.0	3.0	9.0	0.0	3.0	1.0	6.0	1.0	3.0	3.0	6.0	6.0	1.0	0.0	0.0	3.0	13.0	4.0	368
3.0	2.0	3.0	4.0	8.0	3.0	5.0	2.0	4.0	2.0	3.0	4.0	3.0	5.0	8.0	3.0	2.0	2.0	3.0	2.0	369
3.0	2.0	3.0	2.0	4.0	6.0	8.0	3.0	1.0	1.0	2.0	3.0	4.0	3.0	5.0	1.0	2.0	4.0	8.0	3.0	370
6.0	5.0	1.0	1.0	5.0	1.0	4.0	2.0	4.0	0.0	1.0	6.0	2.0	6.0	1.0	5.0	2.0	2.0	9.0	6.0	371
5.0	2.0	0.0	1.0	3.0	3.0	10.0	2.0	1.0	2.0	1.0	3.0	1.0	4.0	2.0	1.0	1.0	6.0	5.0	1.0	372
4.0	2.0	0.0	2.0	4.0	1.0	2.0	2.0	0.0	0.0	0.0	6.0	3.0	0.0	4.0	5.0	2.0	4.0	11.0	2.0	373
4.0	3.0	1.0	3.0	4.0	3.0	0.0	1.0	1.0	1.0	2.0	3.0	8.0	2.0	5.0	9.0	1.0	3.0	7.0	3.0	374
5.0	2.0	3.0	0.0	2.0	2.0	0.0	3.0	4.0	0.0	2.0	5.0	4.0	10.0	2.0	3.0	2.0	6.0	4.0	1.0	375
15.0	2.0	1.0	0.0	8.0	2.0	1.0	2.0	4.0	1.0	0.0	3.0	6.0	3.0	3.0	3.0	0.0	3.0	5.0	2.0	376
9.0	0.0	2.0	3.0	4.0	2.0	1.0	2.0	2.0	0.0	3.0	3.0	3.0	6.0	2.0	4.0	0.0	3.0	8.0	4.0	377
6.0	0.0	3.0	1.0	1.0	1.0	4.0	5.0	4.0	1.0	2.0	7.0	1.0	2.0	2.0	5.0	2.0	6.0	8.0	3.0	378
9.0	1.0	1.0	0.0	4.0	3.0	3.0	2.0	3.0	0.0	3.0	9.0	4.0	4.0	2.0	1.0	5.0	3.0	3.0	2.0	379
4.0	0.0	0.0	4.0	2.0	6.0	1.0	3.0	13.0	1.0	3.0	3.0	3.0	3.0	3.0	1.0	3.0	0.0	1.0	4.0	380
3.0	1.0	2.0	3.0	8.0	1.0	1.0	4.0	7.0	2.0	0.0	3.0	5.0	5.0	2.0	4.0	0.0	4.0	4.0	4.0	381
2.0	1.0	2.0	0.0	7.0	3.0	3.0	6.0	12.0	0.0	2.0	2.0	4.0	1.0	2.0	4.0	1.0	1.0	6.0	1.0	382
2.0	1.0	3.0	5.0	6.0	1.0	0.0	2.0	5.0	1.0	3.0	4.0	4.0	3.0	1.0	7.0	3.0	2.0	5.0	3.0	383
1.0	1.0	3.0	6.0	7.0	1.0	1.0	3.0	6.0	2.0	5.0	8.0	1.0	3.0	2.0	2.0	3.0	4.0	3.0	3.0	384
1.0	1.0	0.0	2.0	6.0	0.0	0.0	5.0	1.0	1.0	3.0	7.0	4.0	5.0	0.0	3.0	6.0	1.0	5.0	2.0	385
0.0	0.0	1.0	3.0	9.0	1.0	2.0	1.0	4.0	2.0	1.0	1.0	2.0	3.0	1.0	3.0	2.0	0.0	1.0	3.0	386
1.0	1.0	0.0	8.0	7.0	1.0	0.0	3.0	17.0	3.0	7.0	1.0	2.0	1.0	1.0	4.0	6.0	3.0	6.0	7.0	387
4.0	0.0	0.0	4.0	3.0	2.0	1.0	3.0	8.0	3.0	1.0	3.0	4.0	2.0	0.0	8.0	6.0	1.0	5.0	4.0	388
1.0	0.0	1.0	3.0	5.0	3.0	3.0	5.0	5.0	3.0	0.0	5.0	2.0	3.0	0.0	3.0	1.0	4.0	6.0	3.0	389
0.0	1.0	2.0	2.0	8.0	0.0	2.0	7.0	3.0	2.0	3.0	3.0	7.0	2.0	1.0	9.0	4.0	2.0	4.0	3.0	390
2.0	0.0	0.0	1.0	2.0	1.0	3.0	11.0	5.0	1.0	2.0	5.0	5.0	5.0	1.0	3.0	2.0	3.0	2.0	2.0	391
0.0	0.0	0.0	3.0	7.0	3.0	2.0	2.0	6.0	4.0	4.0	3.0	4.0	3.0	5.0	1.0	2.0	2.0	6.0	2.0	392
1.0	1.0	1.0	3.0	4.0	0.0	2.0	1.0	0.0	4.0	3.0	1.0	8.0	0.0	1.0	5.0	3.0	2.0	1.0	0.0	393
2.0	0.0	1.0	3.0	6.0	7.0	2.0	5.0	2.0	5.0	8.0	5.0	10.0	6.0	0.0	3.0	6.0	2.0	4.0	3.0	394
1.0	1.0	0.0	2.0	5.0	2.0	3.0	3.0	0.0	4.0	3.0	6.0	10.0	3.0	2.0	4.0	1.0	3.0	1.0	0.0	395
1.0	2.0	3.0	1.0	5.0	3.0	1.0	0.0	1.0	7.0	8.0	9.0	9.0	3.0	2.0	3.0	3.0	0.0	3.0	4.0	396
2.0	2.0	0.0	2.0	8.0	1.0	1.0	6.0	0.0	5.0	5.0	6.0	13.0	1.0	4.0	4.0	1.0	4.0	3.0	0.0	397
2.0	0.0	1.0	4.0	7.0	1.0	1.0	6.0	1.0	11.0	4.0	8.0	4.0	7.0	2.0	5.0	3.0	2.0	2.0	1.0	398
2.0	2.0	0.0	3.0	7.0	0.0	8.0	8.0	1.0	10.0	1.0	8.0	1.0	4.0	0.0	1.0	2.0	1.0	2.0	0.0	399
1.0	2.0	1.0	1.0	8.0	1.0	2.0	9.0	2.0	3.0	1.0	9.0	7.0	2.0	0.0	1.0	0.0	6.0	1.0	1.0	400
0.0	0.0	0.0	1.0	6.0	2.0	0.0	7.0	1.0	1.0	3.0	2.0	5.0	3.0	3.0	1.0	2.0	1.0	6.0	1.0	401
3.0	2.0	0.0	8.0	0.0	0.0	2.0	9.0	3.0	5.0	4.0	1.0	6.0	5.0	1.0	1.0	3.0	6.0	4.0	1.0	402
1.0	2.0	0.0	6.0	5.0	1.0	3.0	2.0	1.0	1.0	2.0	5.0	6.0	4.0	0.0	1.0	0.0	2.0	2.0	3.0	403
2.0	0.0	2.0	4.0	0.0	1.0	0.0	3.0	4.0	1.0	4.0	6.0	2.0	2.0	1.0	3.0	1.0	3.0	3.0	1.0	404
0.0	1.0	1.0	2.0	3.0	0.0	2.0	3.0	1.0	0.0	6.0	9.0	2.0	9.0	3.0	4.0	3.0	2.0	3.0	1.0	405
1.0	0.0	1.0	1.0	5.0	0.0	5.0	1.0	2.0	3.0	4.0	5.0	4.0	6.0	3.0	0.0	0.0	1.0	2.0	1.0	406
1.0	2.0	1.0	1.0	3.0	0.0	3.0	2.0	2.0	2.0	7.0	3.0	2.0	7.0	6.0	5.0	2.0	3.0	4.0	2.0	407
2.0	1.0	0.0	4.0	1.0	0.0	1.0	3.0	2.0	0.0	4.0	3.0	6.0	5.0	6.0	2.0	3.0	3.0	3.0	2.0	408
0.0	1.0	1.0	0.0	0.0	0.0	3.0	3.0	5.0	1.0	5.0	2.0	3.0	2.0	6.0	3.0	2.0	2.0	1.0	2.0	409
0.0	2.0	0.0	1.0	2.0	1.0	0.0	2.0	3.0	2.0	6.0	9.0	3.0	3.0	5.0	3.0	4.0	6.0	3.0	2.0	410
2.0	2.0	0.0	1.0	4.0	0.0	1.0	3.0	4.0	1.0	0.0	2.0	8.0	2.0	2.0	1.0	4.0	2.0	3.0	2.0	411
0.0	1.0	0.0	1.0	0.0	0.0	1.0	7.0	1.0	0.0	0.0	1.0	4.0	4.0	0.0	1.0	5.0	4.0	4.0	1.0	412
2.0	2.0	1.0	2.0	5.0	1.0	3.0	1.0	6.0	1.0	3.0	1.0	1.0	4.0	2.0	1.0	0.0	3.0	4.0	1.0	413
0.0	0.0	2.0	3.0	1.0	1.0	2.0	2.0	3.0	0.0	7.0	4.0	3.0	3.0	1.0	5.0	0.0	4.0	3.0	1.0	414
2.0	2.0	0.0	2.0	4.0	0.0	0.0	1.0	1.0	1.0	7.0	0.0	3.0	4.0	3.0	3.0	0.0	5.0	3.0	4.0	415
0.0	0.0	1.0	2.0	2.0	0.0	4.0	0.0	6.0	3.0	8.0	0.0	3.0	3.0	4.0	2.0	3.0	4.0	3.0	6.0	416
2.0	0.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	2.0	3.0	3.0	2.0	1.0	0.0	3.0	3.0	0.0	417
0.0	1.0	1.0	3.0	3.0	0.0	0.0	1.0	3.0	1.0	7.0	0.0	0.0	4.0	2.0	2.0	1.0	3.0	4.0	2.0	418
0.0	1.0	1.0	5.0	3.0	2.0	3.0	0.0	0.0	0.0	9.0	3.0	4.0	11.0	5.0	3.0	4.0	8.0	7.0	0.0	419
2.0	1.0	1.0	7.0	4.0	0.0	2.0	1.0	3.0	1.0	4.0	2.0	2.0	6.0	3.0	1.0	5.0	4.0	0.0	2.0	420
0.0	1.0	3.0	3.0	15.0	0.0	6.0	0.0	5.0	1.0	4.0	1.0	2.0	5.0	1.0	4.0	2.0	4.0	8.0	2.0	421
0.0	1.0	4.0	9.0	10.0	0.0	6.0	1.0	3.0	2.0	2.0	2.0	0.0	5.0	0.0	1.0	2.0	5.0	4.0	4.0	422
0.0	1.0	1.0	10.0	6.0	1.0	6.0	1.0	3.0	1.0	5.0	3.0	1.0	1.0	4.0	0.0	5.0	6.0	9.0	2.0	423
0.0	1.0	1.0	2.0	8.0	1.0	9.0	0.0	0.0	3.0	6.0	1.0	1.0	7.0	1.0	1.0	4.0	1.0	4.0	3.0	424
0.0	1.0	0.0	8.0	9.0	0.0	1.0	2.0	3.0	0.0	2.0	1.0	3.0	5.0	1.0	3.0	5.0	2.0	5.0	2.0	425
1.0	0.0	0.0	1.0	7.0	1.0	2.0	2.0	0.0	1.0	2.0	4.0	3.0	6.0	0.0	3.0	3.0	3.0	6.0	0.0	426
1.0	1.0	1.0	3.0	11.0	2.0	4.0	0.0	3.0	3.0	1.0	2.0	2.0	2.0	0.0	1.0	8.0	5.0	2.0	1.0	427
2.0	1.0	1.0	2.0	5.0	1.0	3.0	0.0	0.0	1.0	2.0	8.0	2.0	2.0	2.0	2.0	5.0	6.0	7.0	4.0	428
2.0	3.0	0.0	1.0	2.0	0.0	0.0	1.0	1.0	0.0	2.0	3.0	3.0	0.0	2.0	3.0	2.0	12.0	5.0	0.0	429
1.0	1.0	1.0	0.0	0.0	1.0	3.0	0.0	1.0	0.0	4.0	8.0	1.0	2.0	0.0	1.0	6.0	6.0	7.0	4.0	430
1.0	1.0	0.0	1.0	2.0	1.0	2.0	0.0	2.0	1.0	2.0	3.0	5.0	2.0	1.0	0.0	3.0	3.0	7.0	1.0	431
1.0	3.0	1.0	2.0	0.0	0.0	5.0	0.0	0.0	0.0	2.0	5.0	7.0	3.0	0.0	2.0	1.0	8.0	7.0	4.0	432
1.0	0.0	0.0	1.0	1.0	0.0	4.0	1.0	7.0	1.0	1.0	4.0	13.0	0.0	1.0	1.0	1.0	5.0	8.0	2.0	433
1.0	0.0	1.0	2.0	1.0	1.0	1.0	1.0	0.0	2.0	3.0	4.0	5.0	0.0	0.0	2.0	2.0	3.0	9.0	2.0	434
1.0	2.0	1.0	0.0	1.0	0.0	4.0	2.0	1.0	1.0	2.0	4.0	12.0	2.0	2.0	6.0	2.0	4.0	9.0	3.0	435
0.0	1.0	1.0	3.0	2.0	2.0	4.0	0.0	6.0	1.0	3.0	2.0	3.0	12.0	3.0	2.0	2.0	1.0	10.0	4.0	436
0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	7.0	3.0	5.0	2.0	3.0	10.0	1.0	0.0	3.0	2.0	4.0	3.0	437
2.0	0.0	0.0	4.0	3.0	1.0	6.0	0.0	1.0	1.0	2.0	1.0	6.0	7.0	2.0	6.0	2.0	1.0	10.0	6.0	438
1.0	2.0	1.0	4.0	1.0	1.0	1.0	1.0	2.0	3.0	1.0	4.0	2.0	9.0	1.0	5.0	1.0	0.0	3.0	1.0	439
1.0	1.0	1.0	3.0	3.0	0.0	3.0	0.0	1.0	1.0	2.0	5.0	1.0	8.0	1.0	3.0	1.0	1.0	1.0	4.0	440
3.0	2.0	1.0	4.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	2.0	1.0	4.0	1.0	5.0	1.0	6.0	2.0	2.0	441
0.0	2.0	0.0	4.0	0.0	2.0	4.0	0.0	0.0	2.0	2.0	2.0	1.0	3.0	0.0	4.0	1.0	0.0	1.0	1.0	442
0.0	0.0	3.0	3.0	4.0	1.0	2.0	3.0	1.0	1.0	1.0	10.0	2.0	5.0	4.0	2.0	1.0	3.0	0.0	4.0	443
0.0	4.0	0.0	0.0	1.0	0.0	2.0	0.0	4.0	2.0	2.0	9.0	1.0	5.0	0.0	7.0	2.0	2.0	1.0	3.0	444
1.0	0.0	2.0	3.0	3.0	1.0	2.0	1.0	1.0	4.0	1.0	7.0	1.0	10.0	3.0	7.0	2.0	0.0	1.0	1.0	445
0.0	3.0	2.0	5.0	7.0	1.0	1.0	1.0	3.0	3.0	4.0	9.0	1.0	6.0	2.0	8.0	2.0	2.0	3.0	1.0	446
0.0	4.0	1.0	5.0	11.0	1.0	1.0	1.0	3.0	0.0	3.0	6.0	5.0	0.0	1.0	2.0	1.0	2.0	1.0	2.0	447
0.0	5.0	0.0	8.0	13.0	0.0	7.0	2.0	1.0	0.0	6.0	5.0	1.0	3.0	2.0	1.0	5.0	2.0	0.0	0.0	448
3.0	4.0	2.0	1.0	13.0	1.0	4.0	1.0	2.0	3.0	3.0	2.0	1.0	0.0	2.0	2.0	3.0	1.0	2.0	1.0	449
1.0	2.0	3.0	3.0	9.0	0.0	1.0	1.0	0.0	3.0	2.0	7.0	1.0	2.0	1.0	1.0	5.0	1.0	1.0	2.0	450
1.0	0.0	0.0	0.0	1.0	3.0	6.0	2.0	0.0	0.0	0.0	9.0	4.0	3.0	0.0	1.0	4.0	1.0	1.0	3.0	451
0.0	2.0	1.0	2.0	3.0	1.0	5.0	0.0	0.0	2.0	5.0	9.0	2.0	2.0	1.0	0.0	1.0	0.0	2.0	2.0	452
0.0	1.0	1.0	2.0	2.0	0.0	3.0	0.0	2.0	1.0	0.0	1.0	2.0	1.0	2.0	1.0	0.0	2.0	1.0	0.0	453
0.0	2.0	2.0	1.0	4.0	0.0	2.0	4.0	1.0	4.0	0.0	0.0	3.0	3.0	2.0	0.0	1.0	1.0	4.0	1.0	454
4.0	4.0	1.0	1.0	2.0	1.0	5.0	0.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	4.0	5.0	455
1.0	6.0	0.0	4.0	4.0	0.0	1.0	2.0	2.0	1.0	1.0	0.0	3.0	3.0	0.0	0.0	0.0	1.0	0.0	5.0	456
0.0	1.0	0.0	3.0	5.0	1.0	5.0	1.0	2.0	0.0	6.0	0.0	2.0	0.0	3.0	11.0	0.0	0.0	2.0	1.0	457
0.0	5.0	0.0	1.0	2.0	2.0	2.0	1.0	1.0	2.0	2.0	2.0	1.0	1.0	2.0	12.0	1.0	3.0	8.0	3.0	458
0.0	10.0	0.0	3.0	4.0	1.0	1.0	1.0	0.0	3.0	5.0	1.0	0.0	2.0	3.0	3.0	0.0	1.0	10.0	3.0	459
2.0	6.0	2.0	4.0	0.0	1.0	3.0	2.0	0.0	2.0	2.0	0.0	0.0	0.0	2.0	5.0	0.0	1.0	14.0	0.0	460
1.0	8.0	4.0	1.0	1.0	0.0	4.0	0.0	1.0	3.0	4.0	0.0	1.0	0.0	2.0	7.0	0.0	4.0	11.0	1.0	461
1.0	15.0	0.0	2.0	4.0	1.0	2.0	0.0	2.0	2.0	1.0	0.0	1.0	3.0	1.0	2.0	1.0	4.0	2.0	6.0	462
0.0	7.0	2.0	3.0	1.0	0.0	4.0	1.0	3.0	1.0	4.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	5.0	5.0	463
1.0	3.0	2.0	6.0	0.0	1.0	3.0	0.0	1.0	0.0	7.0	0.0	0.0	1.0	2.0	0.0	0.0	1.0	2.0	9.0	464
2.0	2.0	4.0	4.0	1.0	1.0	4.0	0.0	3.0	1.0	3.0	1.0	0.0	1.0	1.0	0.0	0.0	2.0	1.0	6.0	465
0.0	1.0	3.0	8.0	1.0	0.0	2.0	0.0	0.0	3.0	5.0	0.0	1.0	1.0	2.0	2.0	0.0	1.0	6.0	7.0	466
1.0	2.0	0.0	4.0	0.0	0.0	2.0	0.0	1.0	2.0	2.0	1.0	0.0	1.0	2.0	1.0	0.0	2.0	3.0	5.0	467
0.0	0.0	1.0	4.0	1.0	1.0	2.0	3.0	2.0	0.0	2.0	0.0	0.0	2.0	4.0	0.0	0.0	2.0	2.0	7.0	468
1.0	1.0	3.0	2.0	1.0	1.0	2.0	1.0	2.0	1.0	7.0	0.0	0.0	2.0	2.0	0.0	0.0	8.0	3.0	6.0	469
1.0	4.0	1.0	3.0	0.0	0.0	1.0	2.0	4.0	1.0	3.0	0.0	0.0	1.0	0.0	1.0	0.0	3.0	3.0	8.0	470
1.0	4.0	0.0	2.0	0.0	1.0	1.0	1.0	8.0	3.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	3.0	2.0	4.0	471
1.0	1.0	1.0	1.0	0.0	2.0	1.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	1.0	2.0	4.0	472
2.0	0.0	1.0	3.0	0.0	1.0	0.0	1.0	10.0	3.0	1.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	5.0	1.0	473
2.0	2.0	3.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0	4.0	0.0	2.0	1.0	0.0	0.0	0.0	4.0	3.0	0.0	474
0.0	0.0	4.0	0.0	0.0	1.0	1.0	0.0	2.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	4.0	2.0	0.0	475
0.0	0.0	6.0	2.0	1.0	2.0	3.0	0.0	11.0	3.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	476
1.0	1.0	17.0	2.0	2.0	1.0	6.0	0.0	7.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	5.0	2.0	1.0	477
0.0	2.0	8.0	1.0	1.0	1.0	5.0	2.0	5.0	9.0	3.0	1.0	0.0	2.0	0.0	0.0	1.0	1.0	3.0	0.0	478
1.0	0.0	11.0	3.0	0.0	3.0	5.0	1.0	2.0	5.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	2.0	0.0	479
1.0	1.0	7.0	2.0	0.0	0.0	7.0	0.0	1.0	6.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	480
0.0	1.0	8.0	2.0	0.0	0.0	1.0	1.0	1.0	4.0	1.0	0.0	0.0	2.0	0.0	1.0	1.0	4.0	4.0	0.0	481
1.0	0.0	1.0	4.0	0.0	0.0	2.0	0.0	0.0	2.0	1.0	0.0	0.0	1.0	2.0	0.0	0.0	1.0	1.0	0.0	482
3.0	0.0	2.0	3.0	1.0	1.0	5.0	1.0	0.0	5.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	4.0	2.0	0.0	483
1.0	0.0	1.0	1.0	1.0	0.0	7.0	1.0	1.0	6.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	4.0	1.0	0.0	484
0.0	1.0	3.0	3.0	0.0	2.0	12.0	0.0	0.0	1.0	2.0	0.0	0.0	2.0	1.0	2.0	1.0	7.0	0.0	0.0	485
0.0	0.0	0.0	2.0	0.0	1.0	5.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	8.0	0.0	0.0	486
0.0	0.0	0.0	3.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	487
1.0	1.0	3.0	4.0	0.0	1.0	4.0	1.0	1.0	0.0	2.0	0.0	0.0	0.0	1.0	1.0	0.0	5.0	0.0	0.0	488
0.0	0.0	0.0	2.0	0.0	0.0	3.0	1.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	8.0	2.0	0.0	489
2.0	2.0	0.0	7.0	1.0	2.0	3.0	1.0	0.0	1.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0	3.0	1.0	0.0	490
1.0	1.0	2.0	5.0	1.0	2.0	11.0	2.0	0.0	2.0	5.0	0.0	1.0	2.0	3.0	1.0	0.0	4.0	0.0	1.0	491
1.0	0.0	1.0	8.0	1.0	0.0	2.0	3.0	0.0	1.0	1.0	1.0	0.0	1.0	2.0	0.0	0.0	6.0	0.0	0.0	492
1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	5.0	0.0	0.0	1.0	0.0	1.0	0.0	10.0	0.0	0.0	493
